PAS ID,Make,Model,Variant,Transmission,Fuel,Cubic Capacity
1020629,Mercedes-Benz,C Class,C 200 Avantgarde,Automatic,PETROL,1991
1020630,Mercedes-Benz,C Class,Edition C,Automatic,DIESEL,2143
1020631,Mercedes-Benz,C Class,Grand Edition CDI,Automatic,DIESEL,2143
1020632,Mercedes-Benz,C Class,C 220d Prime,Automatic,DIESEL,1950
1020633,Mercedes-Benz,C Class,220 BlueEfficiency,Automatic,DIESEL,2143
1020634,Mercedes-Benz,C Class,C 220 CDI Style,Automatic,DIESEL,2143
1020635,Mercedes-Benz,C Class,Grand Edition,Automatic,PETROL,1796
1020636,Mercedes-Benz,C Class,250 CDI,Automatic,DIESEL,2143
1020637,Mercedes-Benz,C Class,200 CGI,Automatic,PETROL,1796
1020638,Mercedes-Benz,C Class,200 CGI Avantgarde,Automatic,PETROL,1796
1020639,Mercedes-Benz,C-Class Cabriolet,C 300,Automatic,PETROL,1991
1020640,Mercedes-Benz,CLA CLASS,45 AMG 4MATIC,Automatic,PETROL,1991
1020641,Mercedes-Benz,CLA CLASS,200 D Urban Sport,Automatic,DIESEL,2143
1020642,Mercedes-Benz,CLA CLASS,200 Urban Sport,Automatic,PETROL,1991
1020643,Mercedes-Benz,CLA CLASS,200 CDI Sport (CBU),Automatic,DIESEL,2143
1020644,Mercedes-Benz,CLA CLASS,200 Petrol Sport (CBU),Automatic,PETROL,1991
1020645,Mercedes-Benz,CLA CLASS,200 CDI Sport,Automatic,DIESEL,2143
1020646,Mercedes-Benz,CLA CLASS,200 CDI Style (CBU),Automatic,DIESEL,2143
1020647,Mercedes-Benz,CLA CLASS,200 CDI Style,Automatic,DIESEL,2143
1020648,Mercedes-Benz,CLS CLASS,250 CDI,Automatic,DIESEL,2143
1020649,Mercedes-Benz,E Class,E350 Cabriolet,Automatic,PETROL,3498
1020650,Mercedes-Benz,E Class,E 350 d,Automatic,DIESEL,2987
1020651,Mercedes-Benz,E Class,E 350 CDI Edition E,Automatic,DIESEL,2987
1020652,Mercedes-Benz,E Class,E350 CDI BlueEfficiency,Automatic,DIESEL,2987
1020653,Mercedes-Benz,E Class,E 250 CDI Edition E,Automatic,DIESEL,2143
1020654,Mercedes-Benz,E Class,E350,Automatic,PETROL,3498
1020655,Mercedes-Benz,E Class,E 200 Edition E,Automatic,PETROL,1991
1020656,Mercedes-Benz,E Class,E250 CDI Launch Edition,Automatic,DIESEL,2143
1020657,Mercedes-Benz,E Class,E350 Coupe,Automatic,PETROL,3498
1020658,Mercedes-Benz,E Class,E250 CDI BlueEfficiency,Automatic,DIESEL,2143
1020659,Mercedes-Benz,E Class,E220 CDI Blue Efficiency,Automatic,DIESEL,2143
1020660,Mercedes-Benz,E Class,E 63 AMG,Automatic,PETROL,5461
1020661,Mercedes-Benz,E Class,E250 CDI Classic,Automatic,DIESEL,2143
1020662,Mercedes-Benz,E Class,E200 CGI Blue Efficiency,Automatic,PETROL,1796
1020663,Mercedes-Benz,E Class,E 220 d,Automatic,DIESEL,1950
1020664,Mercedes-Benz,E Class,E 200,Automatic,PETROL,1991
1020665,Mercedes-Benz,E-Class All Terrain,E 220 d,Automatic,DIESEL,1950
1020666,Mercedes-Benz,E-Class Cabriolet,E 400 Cabriolet,Automatic,PETROL,2996
1020667,Mercedes-Benz,G Class,55 AMG,Automatic,PETROL,5439
1020668,Mercedes-Benz,G Class,G 63 AMG Crazy Colour Edition,Automatic,PETROL,5461
1020669,Mercedes-Benz,G Class,G 63 Edition 463,Automatic,PETROL,5461
1020670,Mercedes-Benz,GL,350 CDI,Automatic,DIESEL,2987
1020671,Mercedes-Benz,GLA Class,45 Aero Edition,Automatic,PETROL,1991
1020672,Mercedes-Benz,GLA Class,220 d 4MATIC,Automatic,DIESEL,2143
1020673,Mercedes-Benz,GLA Class,220 d Activity Edition,Automatic,DIESEL,2143
1020674,Mercedes-Benz,GLA Class,200 d Sport,Automatic,DIESEL,2143
1020675,Mercedes-Benz,GLA Class,200 CDI Sport,Automatic,DIESEL,2143
1020676,Mercedes-Benz,GLA Class,200 d Style,Automatic,DIESEL,2143
1020677,Mercedes-Benz,GLA Class,200 CDI Style,Automatic,DIESEL,2143
1020678,Mercedes-Benz,GLC,43 AMG,Automatic,PETROL,2996
1020679,Mercedes-Benz,GLC,300 CBU,Automatic,PETROL,1991
1020680,Mercedes-Benz,GLC,Celebration Edition Petrol,Automatic,PETROL,1991
1020681,Mercedes-Benz,GLC,Celebration Edition Diesel,Automatic,DIESEL,2143
1020682,Mercedes-Benz,GLC,300 Sport,Automatic,PETROL,1991
1020683,Mercedes-Benz,GLC,220 d Sport,Automatic,DIESEL,2143
1020684,Mercedes-Benz,GLC,220 d Style,Automatic,DIESEL,2143
1020685,Mercedes-Benz,GLC Coupe,43 AMG,Automatic,PETROL,2996
1020686,Mercedes-Benz,GLE,400 4MATIC,Automatic,PETROL,2996
1020687,Mercedes-Benz,GLE,350 d,Automatic,DIESEL,2987
1020688,Mercedes-Benz,GLE,250 d,Automatic,DIESEL,2143
1020689,Mercedes-Benz,GLE Coupe,43 4MATIC,Automatic,PETROL,2996
1020690,Mercedes-Benz,GLS,Grand Edition Diesel,Automatic,DIESEL,2987
1020691,Mercedes-Benz,GLS,Grand Edition Petrol,Automatic,PETROL,2996
1020692,Mercedes-Benz,GLS,400 4MATIC,Automatic,PETROL,2996
1020693,Mercedes-Benz,GLS,63 AMG,Automatic,PETROL,5461
1020694,Mercedes-Benz,M-Class,ML 250 CDI,Automatic,DIESEL,2143
1020695,Mercedes-Benz,M-Class,M Guard,Automatic,PETROL,4663
1020696,Mercedes-Benz,M-Class,ML 63 AMG,Automatic,PETROL,5461
1020697,Mercedes-Benz,M-Class,350 CDI,Automatic,DIESEL,2987
1020698,Mercedes-Benz,R Class,R350 CDI 4Matic,Automatic,DIESEL,2987
1020699,Mercedes-Benz,S Class,350 L,Automatic,PETROL,3498
1020700,Mercedes-Benz,S Class,500L,Automatic,PETROL,5461
1020701,Mercedes-Benz,S Class,Maybach S 500,Automatic,PETROL,4663
1020702,Mercedes-Benz,S Class,Maybach S 600,Automatic,PETROL,5980
1020703,Mercedes-Benz,S Class,Maybach S 600 Guard,Automatic,PETROL,5980
1020704,Mercedes-Benz,S Class,S 350 CDI,Automatic,DIESEL,2987
1020705,Mercedes-Benz,S Class,S 400,Automatic,PETROL,2996
1020706,Mercedes-Benz,S Class,S 450,Automatic,PETROL,2996
1020707,Mercedes-Benz,S Class,S 63 AMG,Automatic,PETROL,5461
1020708,Mercedes-Benz,S Class,S Guard,Automatic,PETROL,5980
1020709,Mercedes-Benz,S-Class Cabriolet,S 500 Cabriolet,Automatic,PETROL,5980
1020710,Mercedes-Benz,S-Coupe,S 500,Automatic,PETROL,4663
1020711,Mercedes-Benz,S-Coupe,S 63 AMG,Automatic,PETROL,5461
1020712,Mercedes-Benz,SLC,43 AMG,Automatic,PETROL,2996
1020713,Mercedes-Benz,SLK Class,55 AMG,Automatic,PETROL,1991
1020714,Mercedes-Benz,CLA CLASS,45 Aero Edition,Automatic,PETROL,1991
1020715,Mini Cooper,Countryman,Cooper S JCW Inspired,Automatic,PETROL,1998
1020716,Mini Cooper,Countryman,Cooper SD,Automatic,DIESEL,1995
1020717,Mini Cooper,Cooper Convertible,S,Automatic,PETROL,1998
1020718,Mini Cooper,Clubman,Cooper S,Automatic,PETROL,1998
1020719,Mini Cooper,Cooper Convertible,1.6,Automatic,PETROL,1598
1020720,Mini Cooper,Cooper Convertible,2,Automatic,PETROL,1998
1020721,Mini Cooper,Cooper,S 3 Door,Automatic,PETROL,1998
1020722,Mini Cooper,Cooper Countryman,1.6 S,Automatic,PETROL,1598
1020723,Mini Cooper,Cooper,D 5 Door,Automatic,DIESEL,1496
1020724,Mini Cooper,Cooper Countryman,Cooper D High,Automatic,DIESEL,1995
1020725,Mini Cooper,Cooper,D 3 Door,Automatic,DIESEL,1496
1020726,Mini Cooper,Cooper S,1.6,Automatic,PETROL,1598
1020727,Mini Cooper,Cooper Countryman,one,Automatic,PETROL,1598
1020728,Mini Cooper,Cooper,1.6,Automatic,PETROL,1598
1020729,Mini Cooper,Cooper Countryman,Cooper D,Automatic,DIESEL,1995
1020730,Mini Cooper,Cooper Countryman,Cooper S,Automatic,PETROL,1598
1020731,Mini Cooper,Cooper S,1.6 High,Automatic,PETROL,1598
1020732,Mini Cooper,Countryman,Cooper S,Automatic,PETROL,1998
1020733,Mini Cooper,Countryman,Cooper D,Automatic,DIESEL,1995
1020734,Mitsubishi,Cedia,New Spirit,Manual,PETROL,1999
1020735,Mitsubishi,Cedia,New Sports,Manual,PETROL,1999
1020736,Mitsubishi,Lancer Evolution,X,Automatic,PETROL,1998
1020737,Mitsubishi,Montero,3.2 Di-D AT,Automatic,DIESEL,3200
1020738,Mitsubishi,Montero,3.2 Di-D MT,Manual,DIESEL,3200
1020739,Mitsubishi,Outlander,4X4,Automatic,PETROL,2360
1020740,Mitsubishi,Pajero Sport,Select Plus MT,Manual,DIESEL,2477
1020741,Mitsubishi,Pajero Sport,Select Plus AT,Automatic,DIESEL,2477
1020742,Mitsubishi,Pajero Sport,Limited Edition,Manual,DIESEL,2477
1020743,Mitsubishi,Pajero Sport,2.5 MT,Manual,DIESEL,2477
1020744,Mitsubishi,Pajero Sport,2.5 AT,Automatic,DIESEL,2477
1020745,Mitsubishi,Outlander,2.4 Chrome Ltd,Automatic,PETROL,2360
1020746,Mitsubishi,Outlander,2.4 MIVEC 7 STR,Automatic,PETROL,2360
1020747,Mitsubishi,Outlander,2.4 MIVEC,Automatic,PETROL,2360
1020748,Nissan,Sunny,XV Premium Pack (Leather),Manual,DIESEL,1461
1020749,Nissan,Sunny,Special Edition XV Diesel,Manual,DIESEL,1461
1020750,Nissan,Sunny,XL CVT AT,Automatic (CVT),PETROL,1498
1020751,Nissan,Sunny,Special Edition XV petrol,Manual,PETROL,1498
1020752,Nissan,Micra,XV Diesel,Manual,DIESEL,1461
1020753,Nissan,Micra,XV CVT,Automatic,PETROL,1198
1020754,Nissan,Micra,X Shift,Automatic,PETROL,1198
1020755,Nissan,Micra,XL (O) CVT,Automatic,PETROL,1198
1020756,Nissan,Micra,Fashion Edition,Automatic,PETROL,1198
1020757,Nissan,Micra,XL CVT,Automatic,PETROL,1198
1020758,Nissan,Micra Active,XL O,Manual,PETROL,1198
1020759,Nissan,GTR,Sport,Automatic,PETROL,3799
1020760,Nissan,Micra Active,ICC WT20 Edition,Manual,PETROL,1198
1020761,Nissan,Teana,UPPER,Automatic,PETROL,2496
1020762,Nissan,Teana,MID,Automatic,PETROL,2496
1020763,Nissan,Terrano,XV Premium Auto Drive,Automatic,DIESEL,1461
1020764,Nissan,Terrano,XVD Premium AMT,Automatic,DIESEL,1461
1020765,Nissan,Terrano,XV Premium D,Manual,DIESEL,1461
1020766,Nissan,Terrano,XV D THP Premium 110 PS,Manual,DIESEL,1461
1020767,Nissan,Terrano,Sport Edition,Manual,DIESEL,1461
1020768,Nissan,Terrano,XL D THP 110 PS,Manual,DIESEL,1461
1020769,Nissan,Sunny,XV Premium Pack (Safety),Manual,DIESEL,1461
1020770,Nissan,Evalia,XV S,Manual,DIESEL,1461
1020771,Porsche,Cayenne,Platinum Edition,Automatic,PETROL,3598
1020772,Porsche,Macan,S Diesel,Automatic,DIESEL,2967
1020773,Porsche,Cayenne,S Petrol,Automatic,PETROL,3598
1020774,Porsche,Cayenne,Base Tiptronic,Manual,PETROL,2706
1020775,Porsche,Cayenne,S Diesel,Automatic,DIESEL,4134
1020776,Porsche,Cayenne,Base,Automatic,PETROL,3598
1020777,Porsche,BOXSTER,Base Manual,Manual,PETROL,2687
1020778,Porsche,Cayenne,Diesel,Automatic,DIESEL,2967
1020779,Porsche,PANAMERA,Diesel Gran Turismo Edition,Automatic,DIESEL,2967
1020780,Porsche,911,GT3,Automatic,PETROL,3996
1020781,Porsche,BOXSTER,GTS,Automatic,PETROL,3436
1020782,Porsche,Cayenne,GTS,Automatic,PETROL,3604
1020783,Porsche,Cayenne,Platinum Edition,Automatic,DIESEL,2967
1020784,Porsche,Cayenne,S Hybrid,Automatic,PETROL,2995
1020785,Porsche,BOXSTER,S Tiptronic,Automatic,PETROL,2706
1020786,Porsche,Cayenne,S Tiptronic,Manual,PETROL,3436
1020787,Porsche,PANAMERA,Turbo,Automatic,PETROL,3996
1020788,Porsche,PANAMERA,Turbo Executive,Automatic,PETROL,3996
1020789,Porsche,Cayenne,Turbo S,Automatic,PETROL,4806
1020790,Porsche,911,Turbo S Cabriolet,Automatic,PETROL,3800
1020791,Porsche,PANAMERA,Turbo Sport Turismo,Automatic,PETROL,3996
1020792,Premier,Rio,Plus Lx,Manual,DIESEL,1248
1020793,Premier,Rio,Plus Dx,Manual,DIESEL,1248
1020794,Premier,Rio,Plus GLX,Manual,PETROL,1173
1020795,Renault,Lodgy,85 PS RXL Stepway 8 STR,Manual,DIESEL,1461
1020796,Renault,Lodgy,85 PS World Edition 8 STR,Manual,DIESEL,1461
1020797,Renault,Duster,Adventure Edition 85 PS RxE 4X2 MT,Manual,DIESEL,1461
1020798,Renault,Duster,85 PS RxE 4X2 MT,Manual,DIESEL,1461
1020799,Renault,Duster,85 PS Base 4X2 MT,Manual,DIESEL,1461
1020800,Renault,Lodgy,85 PS RXL,Manual,DIESEL,1461
1020801,Renault,Captur,RXL Petrol,Manual,PETROL,1498
1020802,Renault,Lodgy,85 PS RxE 7 STR,Manual,DIESEL,1461
1020803,Renault,Lodgy,85 PS RxE 8 STR,Manual,DIESEL,1461
1020804,Renault,Captur,RXE Petrol,Manual,PETROL,1498
1020805,Renault,Lodgy,85 PS STD 8 STR,Manual,DIESEL,1461
1020806,Renault,Kwid,1.0 Marvel Captain America Edition AMT,Automatic,PETROL,999
1020807,Renault,Kwid,1.0 Marvel Iron Man Edition AMT,Automatic,PETROL,999
1020808,Renault,Kwid,1.0 Marvel Captain America Edition,Manual,PETROL,999
1020809,Renault,Kwid,1.0 Marvel Iron Man Edition,Manual,PETROL,999
1020810,Renault,Captur,RXE Diesel,Manual,DIESEL,1461
1020811,Renault,Captur,Platine Diesel,Manual,DIESEL,1461
1020812,Renault,Captur,Platine Mono Diesel,Manual,DIESEL,1461
1020813,Renault,Duster,Adventure Edition 110 PS RXZ 4X4 MT,Manual,DIESEL,1461
1020814,Renault,Duster,110 PS RXZ 4X4 MT,Manual,DIESEL,1461
1020815,Renault,Captur,RXT Diesel,Manual,DIESEL,1461
1020816,Renault,Captur,RXT Mono Diesel,Manual,DIESEL,1461
1020817,Renault,Duster,110 PS RXZ 4X2 AMT,Automatic,DIESEL,1461
1020818,Renault,Captur,RXL Diesel,Manual,DIESEL,1461
1020819,Renault,Duster,110 PS RXZ 4X2 MT,Manual,DIESEL,1461
1020820,Renault,Lodgy,110 PS RXZ,Manual,DIESEL,1461
1020821,Renault,Captur,RXT Petrol,Manual,PETROL,1498
1020822,Renault,Duster,110 PS RXL 4X2 AMT,Automatic,DIESEL,1461
1020823,Renault,Duster,110 PS Sandstorm Edition,Manual,DIESEL,1461
1020824,Renault,Captur,RXT Mono Petrol,Manual,PETROL,1498
1020825,Renault,Duster,110 PS RxL Explore LE,Manual,DIESEL,1461
1020826,Renault,Duster,85 PS RXZ 4X2 MT,Manual,DIESEL,1461
1020827,Renault,Lodgy,110 PS RXZ Stepway 7 STR,Manual,DIESEL,1461
1020828,Renault,Pulse,RxE Diesel,Manual,DIESEL,1461
1020829,Renault,Lodgy,85 PS RXZ,Manual,DIESEL,1461
1020830,Renault,Duster,110 PS RXL 4X2 MT,Manual,DIESEL,1461
1020831,Renault,Duster,RXL Petrol,Manual,PETROL,1498
1020832,Renault,Duster,85 PS Sandstorm Edition,Manual,DIESEL,1461
1020833,Renault,Duster,85 PS RXS 4X2 MT,Manual,DIESEL,1461
1020834,Renault,Duster,85 PS RxL Explore LE,Manual,DIESEL,1461
1020835,Renault,Lodgy,85 PS RXZ Stepway 8 STR,Manual,DIESEL,1461
1020836,Renault,Duster,Adventure Edition 85 PS RXL 4X2 MT,Manual,DIESEL,1461
1020837,Renault,Lodgy,110 PS World Edition 8 STR,Manual,DIESEL,1461
1020838,Renault,Lodgy,110 PS RXL Stepway 8 STR,Manual,DIESEL,1461
1020839,Renault,Duster,85 PS RXL 4X2 MT,Manual,DIESEL,1461
1020840,Renault,Lodgy,110 PS RxL,Manual,DIESEL,1461
1020841,Renault,Lodgy,110 PS RxL 7 STR,Manual,DIESEL,1461
1020842,Renault,Duster,RxE Petrol,Manual,PETROL,1498
1020843,Skoda,Rapid,Edition 1.6 MPI,Manual,PETROL,1598
1020844,Skoda,Fabia,Elegance 1.4 PD TDI,Manual,DIESEL,1422
1020845,Skoda,Fabia,Ambiente 1.4 PD TDI,Manual,DIESEL,1422
1020846,Skoda,Fabia,Ambition Plus 1.2 TDI CR,Manual,DIESEL,1199
1020847,Skoda,Fabia,Ambiente 1.2 MPI,Manual,PETROL,1198
1020848,Skoda,Fabia,Active Plus 1.2 TDI CR,Manual,DIESEL,1199
1020849,Skoda,Fabia,Active 1.4 PD TDI,Manual,DIESEL,1422
1020850,Skoda,Fabia,Classic 1.2 MPI,Manual,PETROL,1198
1020851,Skoda,Fabia,Active 1.2 MPI,Manual,PETROL,1198
1020852,Skoda,Laura,RS,Manual,PETROL,1798
1020853,Skoda,Laura,Ambiente 2.0 TDI CR AT,Automatic,DIESEL,1968
1020854,Skoda,Octavia,2.0 TDI L&K,Automatic,DIESEL,1968
1020855,Skoda,Octavia,2.0 TDI CR Style Plus AT,Automatic,DIESEL,1968
1020856,Skoda,Octavia,Onyx Edition Diesel,Automatic,DIESEL,1968
1020857,Skoda,Octavia,Style Plus TDI AT Anniversary LE,Automatic,DIESEL,1968
1020858,Skoda,Octavia,2.0 TDI CR Style AT,Automatic,DIESEL,1968
1020859,Skoda,Octavia,Onyx Edition Petrol,Automatic,PETROL,1798
1020860,Skoda,Octavia,Elegance 2.0 TDI AT,Automatic,DIESEL,1968
1020861,Skoda,Octavia,2.0 TDI CR Ambition Plus AT,Automatic,DIESEL,1968
1020862,Skoda,Octavia,Style Plus 1.8 TSI AT Anniversary LE,Automatic,PETROL,1798
1020863,Skoda,Octavia,Elegance 1.8 TSI AT,Automatic,PETROL,1798
1020864,Skoda,Octavia,2.0 TDI CR Style,Manual,DIESEL,1968
1020865,Skoda,Octavia,2.0 TDI CR Ambition Plus,Manual,DIESEL,1968
1020866,Skoda,Octavia,Ambition 2.0 TDI AT,Automatic,DIESEL,1968
1020867,Skoda,Octavia,2.0 TDI CR Ambition,Manual,DIESEL,1968
1020868,Skoda,Octavia,1.4 TSI Ambition Plus,Manual,PETROL,1395
1020869,Skoda,Octavia,Active 2.0 TDI CR,Manual,DIESEL,1968
1020870,Skoda,Octavia,1.4 TSI Ambition,Manual,PETROL,1395
1020871,Skoda,Octavia,Active 1.4 TSI,Manual,PETROL,1395
1020872,Skoda,Octavia,Elegance Plus 1.9 TDI,Manual,DIESEL,1896
1020873,Skoda,Octavia,Elegance 1.9 TDI,Manual,DIESEL,1896
1020874,Skoda,Octavia,Ambiente 1.9 TDi,Manual,DIESEL,1896
1020875,Skoda,Octavia,Rider 1.8 Turbo,Manual,PETROL,1781
1020876,Skoda,Rapid,1.6 MPI Style Plus Black Package,Manual,PETROL,1598
1020877,Skoda,Rapid,1.5 TDI CR Elegance,Manual,DIESEL,1498
1020878,Skoda,Rapid,ONYX 1.6 MPI LE,Manual,PETROL,1598
1020879,Skoda,Rapid,1.5 TDI CR Ambition with Alloy Wheels,Manual,DIESEL,1498
1020880,Skoda,Rapid,Active 1.5 TDI,Manual,DIESEL,1498
1020881,Skoda,Rapid,1.5 TDI CR Ambition,Manual,DIESEL,1498
1020882,Skoda,Rapid,Leisure 1.6 TDI CR MT Plus,Manual,DIESEL,1598
1020883,Skoda,Rapid,1.5 TDI CR Ambition Plus,Manual,DIESEL,1498
1020884,Skoda,Rapid,1.6 MPI Elegance Plus Black Package,Manual,PETROL,1598
1020885,Skoda,Rapid,Ambition 1.6 TDI CR MT Plus Alloy,Manual,DIESEL,1598
1020886,Skoda,Rapid,Prestige 1.6 TDI CR MT Plus,Manual,DIESEL,1598
1020887,Skoda,Rapid,Ambition 1.6 TDI CR MT Plus,Manual,DIESEL,1598
1020888,Skoda,Rapid,Prestige Ambition 1.6 TDI CR MT Plus,Manual,DIESEL,1598
1020889,Skoda,Rapid,1.6 MPI Elegance Black Package,Manual,PETROL,1598
1020890,Skoda,Rapid,Active 1.6 TDI CR MT Plus,Manual,DIESEL,1598
1020891,Skoda,Rapid,Active 1.6 MPI,Manual,PETROL,1598
1020892,Skoda,Rapid,Edition 1.5 TDI AT,Automatic,DIESEL,1498
1020893,Skoda,Rapid,Style 1.5 TDI AT,Automatic,DIESEL,1498
1020894,Skoda,Rapid,Edition 1.5 TDI,Manual,DIESEL,1498
1020895,Skoda,Rapid,ONYX 1.5 TDI AT LE,Automatic,DIESEL,1498
1020896,Skoda,Rapid,1.5 TDI CR Style Plus Black Package AT,Automatic,DIESEL,1498
1020897,Skoda,Rapid,Edition 1.6 MPI AT,Automatic,PETROL,1598
1020898,Skoda,Rapid,1.5 TDI CR Elegance Plus Black Package AT,Automatic,DIESEL,1498
1020899,Skoda,Rapid,ONYX 1.5 TDI LE,Manual,DIESEL,1498
1020900,Skoda,Rapid,1.5 TDI CR Elegance Black Package AT,Automatic,DIESEL,1498
1020901,Skoda,Rapid,1.5 TDI CR Elegance AT,Automatic,DIESEL,1498
1020902,Skoda,Rapid,1.5 TDI CR Style Plus Black Package,Manual,DIESEL,1498
1020903,Skoda,Rapid,1.6 MPI Style Plus Black Package AT,Automatic,PETROL,1598
1020904,Skoda,Rapid,ONYX 1.6 MPI AT LE,Automatic,PETROL,1598
1020905,Skoda,Rapid,1.5 TDI CR Ambition AT with Alloy Wheels,Automatic,DIESEL,1498
1020906,Skoda,Rapid,1.5 TDI CR Ambition AT,Automatic,DIESEL,1498
1020907,Skoda,Rapid,1.6 MPI Style Black Package AT,Automatic,PETROL,1598
1020908,Skoda,Rapid,Ambition 1.6 MPI AT,Automatic,PETROL,1598
1020909,Skoda,Rapid,1.5 TDI CR Ambition Plus AT,Automatic,DIESEL,1498
1020910,Skoda,Rapid,1.5 TDI CR Elegance Plus Black Package,Manual,DIESEL,1498
1020911,Skoda,Rapid,1.6 MPI Elegance Plus Black Package AT,Automatic,PETROL,1598
1020912,Skoda,Rapid,1.5 TDI CR Elegance Black Package,Manual,DIESEL,1498
1020913,Skoda,Rapid,1.6 MPI Elegance Black Package AT,Automatic,PETROL,1598
1020914,Skoda,Rapid new,Ambition TDI AT,Automatic,DIESEL,1498
1020915,Skoda,Superb,L&K TSI AT,Automatic,PETROL,1798
1020916,Skoda,Superb,3.6 FSI 4x4,Automatic,PETROL,3597
1020917,Skoda,Superb,Elegance TDI AT,Automatic,DIESEL,1968
1020918,Skoda,Superb,Ambition 2.0 TDI CR AT,Automatic,DIESEL,1968
1020919,Skoda,Superb,Elegance 1.8 TSI AT,Automatic,PETROL,1798
1020920,Skoda,Superb,Elegance 1.8 TSI MT,Manual,PETROL,1798
1020921,Skoda,Superb,2.8 V6 Comfort AT,Automatic,PETROL,2771
1020922,Skoda,Superb,Ambition 1.8 TSI MT,Manual,PETROL,1798
1020923,Skoda,Yeti,Elegance 2.0 TDI CR 4x4,Manual,DIESEL,1968
1020924,Skoda,Yeti,Elegance 4 X 2,Manual,DIESEL,1968
1020925,Skoda,Yeti,Active 2.0 TDI CR 4x2,Manual,DIESEL,1968
1020926,Ssangyong,Rexton,RX7,Automatic,DIESEL,2696
1020927,Ssangyong,Rexton,RX6,Manual,DIESEL,2696
1020928,Ssangyong,Rexton,RX5,Manual,DIESEL,2696
1020929,Tata,Aria,Pleasure 4x2,Manual,DIESEL,2179
1020930,Tata,Aria,Pleasure 4X4,Manual,DIESEL,2179
1020931,Tata,Aria,Prestige 4X2,Manual,DIESEL,2179
1020932,Tata,Aria,Prestige 4X4,Manual,DIESEL,2179
1020933,Tata,Aria,Prestige Leather 4X4,Manual,DIESEL,2179
1020934,Tata,Aria,Pride 4x4,Manual,DIESEL,2179
1020935,Tata,Aria,Pride Leather 4X4,Manual,DIESEL,2179
1020936,Tata,Aria,Pure 4x2,Manual,DIESEL,2179
1020937,Tata,Aria,Pure LX 4x2,Manual,DIESEL,2179
1020938,Tata,Hexa,XMA 4x2 7 STR,Automatic,DIESEL,2179
1020939,Tata,Indica eV2,GLS eMAX,Manual,CNG,1396
1020940,Tata,Indica V2,LS,Manual,DIESEL,1405
1020941,Tata,Indica V2,LX,Manual,DIESEL,1405
1020942,Tata,Indica V2,Xeta eGLE(LPG) BS-IV,Manual,LPG,1193
1020943,Tata,Indica V2,Xeta GLE(LPG) BS-IV,Manual,LPG,1193
1020944,Tata,Indica V2,Xeta GLS(LPG) BS-IV,Manual,LPG,1193
1020945,Tata,Indica V2,DL BS-III,Manual,Diesel,1405
1020946,Tata,Indica V2,DLE BS-III,Manual,Diesel,1405
1020947,Tata,Indica V2,DLG DiCOR BS-III,Manual,Diesel,1396
1020948,Tata,Indica V2,DLS BS-III,Manual,Diesel,1405
1020949,Tata,Indica V2,DLS DiCOR BS-III,Manual,Diesel,1396
1020950,Tata,Indica V2,Turbo DLX - ABS & Airbags,Manual,Diesel,1405
1020951,Tata,Indica V2,Turbomax DLE BS-IV,Manual,Diesel,1405
1020952,Tata,Indica V2,Turbomax DLS BS-IV,Manual,Diesel,1405
1020953,Tata,Indica V2,Xeta eGL BS-IV,Manual,Petrol,1193
1020954,Tata,Indica V2,Xeta eGLS BS-IV,Manual,Petrol,1193
1020955,Tata,Indica V2,Xeta eGLS(LPG) BS-IV,Manual,LPG,1193
1020956,Tata,Indica V2,Xeta eGLX BS-IV,Manual,Petrol,1193
1020957,Tata,Indica V2,Xeta GL BS-IV,Manual,Petrol,1193
1020958,Tata,Indica V2,Xeta GL1.2 BS-III,Manual,Petrol,1193
1020959,Tata,Indica V2,Xeta GLE 1.2 BS-III,Manual,Petrol,1193
1020960,Tata,Indica V2,Xeta GLE 1.2 LPG,Manual,LPG,1193
1020961,Tata,Indica V2,Xeta GLE BS-IV,Manual,Petrol,1193
1020962,Tata,Indica V2,Xeta GLG 1.2 BS-III,Manual,Petrol,1193
1020963,Tata,Indica V2,Xeta GLG BS-III,Manual,Petrol,1396
1020964,Tata,Indica V2,Xeta GLS 1.2 BS-III,Manual,Petrol,1193
1020965,Tata,Indica V2,Xeta GLS 1.2 LPG,Manual,LPG,1193
1020966,Tata,Indica V2,Xeta GLS BS-IV,Manual,Petrol,1193
1020967,Tata,Indica V2,Xeta GLX BS-III,Manual,Petrol,1396
1020968,Tata,Indica Vista,Aqua Quadrajet BS-III,Manual,Diesel,1248
1020969,Tata,Indica Vista,Aqua Quadrajet BS-IV,Manual,Diesel,1248
1020970,Tata,Indica Vista,Aqua Safire BS-III,Manual,Petrol,1172
1020971,Tata,Indica Vista,Aqua Safire BS-IV,Manual,Petrol,1172
1020972,Tata,Indica Vista,AQUA Safire-90 BS-IV,Manual,Petrol,1368
1020973,Tata,Indica Vista,Aqua TDI BS-III,Manual,Diesel,1405
1020974,Tata,Indica Vista,Aura + Quadrajet BS-III,Manual,Diesel,1248
1020975,Tata,Indica Vista,Aura + Quadrajet BS-IV,Manual,Diesel,1248
1020976,Tata,Indica Vista,Aura + Safire BS-III,Manual,Petrol,1172
1020977,Tata,Indica Vista,Aura + Safire BS-IV,Manual,Petrol,1172
1020978,Tata,Indica Vista,Aura ABS Quadrajet BS-III,Manual,Diesel,1248
1020979,Tata,Indica Vista,Aura ABS Quadrajet BS-IV,Manual,Diesel,1248
